"kön";"utbildningens inriktning";"region där utbildningen bedrivs";"utbildningens studietakt";"utbildningens studieform";"utbildningens längd";"utbildningens examenstyp";"Antal studerande 2020";"Antal studerande 2021";"Antal studerande 2022";"Antal studerande 2023";"Antal studerande 2024";"Antal examinerade 2020";"Antal examinerade 2021";"Antal examinerade 2022";"Antal examinerade 2023";"Antal examinerade 2024"
"totalt";"Totalt";" Kalmar län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Kalmar län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";34;15;..;..;..;10;10;..;..;..
"totalt";"Totalt";" Gotlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";34;15;..;..;..;10;10;..;..;..
"totalt";"Totalt";" Gotlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";78;85;71;55;49;12;22;17;17;..
"totalt";"Totalt";" Gotlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";78;85;71;55;49;12;22;17;17;..
"totalt";"Totalt";" Gotlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Gotlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";401;448;400;374;306;100;142;114;131;..
"totalt";"Totalt";" Blekinge län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";401;448;380;340;254;100;142;114;131;..
"totalt";"Totalt";" Blekinge län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;20;34;52;..;..;0;0;..
"totalt";"Totalt";" Blekinge län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";70;83;47;42;44;0;16;22;15;..
"totalt";"Totalt";" Blekinge län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";70;83;47;42;44;0;16;22;15;..
"totalt";"Totalt";" Blekinge län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Blekinge län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";5242;5797;6058;6274;6523;1170;1280;1558;1586;..
"totalt";"Totalt";" Skåne län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";5075;5728;5962;6140;6370;1068;1267;1543;1574;..
"totalt";"Totalt";" Skåne län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";167;69;96;134;153;102;13;15;12;..
"totalt";"Totalt";" Skåne län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";340;454;652;898;1118;59;81;97;121;..
"totalt";"Totalt";" Skåne län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";340;454;652;898;1118;59;81;97;121;..
"totalt";"Totalt";" Skåne län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Skåne län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";882;897;915;849;962;200;207;276;232;..
"totalt";"Totalt";" Hallands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";882;897;915;849;962;200;207;276;232;..
"totalt";"Totalt";" Hallands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;6;19;24;28;..;0;0;5;..
"totalt";"Totalt";" Hallands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;6;19;24;28;..;0;0;5;..
"totalt";"Totalt";" Hallands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Hallands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";9243;10124;10510;10429;10562;1996;2336;2961;2667;..
"totalt";"Totalt";" Västra Götalands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";8997;9937;10334;10268;10349;1904;2283;2908;2638;..
"totalt";"Totalt";" Västra Götalands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";246;187;176;161;213;92;53;53;29;..
"totalt";"Totalt";" Västra Götalands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";755;823;1061;1446;1813;102;112;239;227;..
"totalt";"Totalt";" Västra Götalands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";648;702;957;1355;1757;62;81;215;184;..
"totalt";"Totalt";" Västra Götalands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";107;121;104;91;56;40;31;24;43;..
"totalt";"Totalt";" Västra Götalands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västra Götalands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";1101;1225;1293;1354;1375;263;294;321;316;..
"totalt";"Totalt";" Värmlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";1101;1225;1293;1354;1375;263;294;321;316;..
"totalt";"Totalt";" Värmlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";85;86;85;116;135;22;21;14;18;..
"totalt";"Totalt";" Värmlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";85;86;85;116;135;22;21;14;18;..
"totalt";"Totalt";" Värmlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Värmlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";1220;1381;1283;1039;974;176;327;388;322;..
"totalt";"Totalt";" Örebro län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";1220;1381;1283;1039;974;176;327;388;322;..
"totalt";"Totalt";" Örebro län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";232;369;431;446;453;36;63;81;118;..
"totalt";"Totalt";" Örebro län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";232;369;431;446;453;36;63;81;118;..
"totalt";"Totalt";" Örebro län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Örebro län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västmanlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";821;826;766;774;752;201;188;209;224;..
"totalt";"Totalt";" Västmanlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västmanlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";773;781;722;733;706;189;178;206;220;..
"totalt";"Totalt";" Västmanlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";48;45;44;41;46;12;10;3;4;..
"totalt";"Totalt";" Västmanlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Totalt";" Västmanlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";34;88;92;139;166;0;0;15;17;..
